Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Fm'21;Fm'22;Fm'23;Fm'24;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;Y(II)21;Y(II)22;Y(II)23;Y(II)24;
02.09.20;11:38:32;1;0;0.0039;0.0938;0.1041;0.0880;0.1197;0.0655;0.0024;0.0029;0.0958;0.0948;0.0973;0.0797;0.1109;0.1070;0.1109;0.0029;0.0953;0.1261;0.0665;0.0938;0.1369;0.0797;0.0044;0.0020;0.0039;0.2229;0.2703;0.2361;0.2058;0.1896;0.0039;0.0044;0.2429;0.2454;0.2283;0.1838;0.1960;0.2693;0.2732;0.0049;0.2537;0.2204;0.1579;0.1867;0.2419;0.2043;0.0064;0.0034;0.000;0.579;0.615;0.627;0.418;0.655;0.000;0.000;0.606;0.614;0.574;0.566;0.434;0.603;0.594;0.000;0.624;0.428;0.579;0.497;0.434;0.610;0.000;0.000;
02.09.20;11:39:34;2;0;0.0039;0.0953;0.1051;0.0899;0.1202;0.0684;0.0024;0.0024;0.0982;0.0948;0.0987;0.0792;0.1139;0.1090;0.1119;0.0024;0.0992;0.1295;0.0684;0.0978;0.1403;0.0797;0.0044;0.0024;0.0054;0.2214;0.2674;0.2346;0.2019;0.1931;0.0039;0.0039;0.2410;0.2429;0.2283;0.1760;0.1950;0.2698;0.2654;0.0049;0.2576;0.2199;0.1569;0.1877;0.2400;0.2004;0.0064;0.0034;0.000;0.570;0.607;0.617;0.404;0.646;0.000;0.000;0.592;0.610;0.567;0.550;0.416;0.596;0.578;0.000;0.615;0.411;0.564;0.479;0.415;0.602;0.000;0.000;
02.09.20;11:40:35;3;0;0.0044;0.0958;0.1065;0.0894;0.1202;0.0694;0.0024;0.0029;0.0987;0.0953;0.0992;0.0802;0.1139;0.1100;0.1119;0.0034;0.0987;0.1290;0.0689;0.0968;0.1413;0.0787;0.0039;0.0024;0.0049;0.2199;0.2683;0.2336;0.1999;0.1931;0.0039;0.0054;0.2414;0.2429;0.2263;0.1784;0.1935;0.2698;0.2620;0.0049;0.2556;0.2165;0.1579;0.1887;0.2390;0.1950;0.0059;0.0049;0.000;0.564;0.603;0.617;0.399;0.641;0.000;0.000;0.591;0.608;0.562;0.551;0.412;0.592;0.573;0.000;0.614;0.404;0.563;0.487;0.409;0.596;0.000;0.000;
02.09.20;11:41:36;4;0;0.0034;0.0958;0.1070;0.0909;0.1193;0.0699;0.0024;0.0024;0.0992;0.0948;0.0992;0.0802;0.1134;0.1100;0.1129;0.0024;0.0973;0.1295;0.0689;0.0982;0.1417;0.0787;0.0044;0.0024;0.0044;0.2180;0.2703;0.2331;0.1989;0.1940;0.0039;0.0039;0.2429;0.2414;0.2243;0.1774;0.1911;0.2698;0.2644;0.0044;0.2532;0.2165;0.1579;0.1877;0.2390;0.1916;0.0059;0.0039;0.000;0.561;0.604;0.610;0.400;0.640;0.000;0.000;0.592;0.607;0.558;0.548;0.407;0.592;0.573;0.000;0.616;0.402;0.563;0.477;0.407;0.589;0.000;0.000;
02.09.20;11:42:37;5;0;0.0039;0.0963;0.1075;0.0924;0.1193;0.0699;0.0024;0.0024;0.1002;0.0943;0.0992;0.0816;0.1114;0.1105;0.1139;0.0029;0.0968;0.1300;0.0679;0.0982;0.1427;0.0787;0.0044;0.0024;0.0044;0.2204;0.2727;0.2385;0.1965;0.1955;0.0049;0.0049;0.2429;0.2405;0.2253;0.1794;0.1891;0.2717;0.2664;0.0039;0.2527;0.2170;0.1569;0.1877;0.2390;0.1950;0.0064;0.0039;0.000;0.563;0.606;0.613;0.393;0.643;0.000;0.000;0.588;0.608;0.560;0.545;0.411;0.594;0.572;0.000;0.617;0.401;0.567;0.477;0.403;0.596;0.000;0.000;
