Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Fm'21;Fm'22;Fm'23;Fm'24;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;Y(II)21;Y(II)22;Y(II)23;Y(II)24;
03.09.20;11:31:53;1;0;0.0020;0.0841;0.0044;0.1222;0.1276;0.1149;0.1022;0.0982;0.0846;0.1212;0.1173;0.1100;0.1085;0.0049;0.1740;0.0885;0.0806;0.0024;0.0743;0.0024;0.0758;0.1378;0.0767;0.0020;0.0044;0.2087;0.0059;0.2336;0.2273;0.2043;0.2336;0.2019;0.2234;0.2468;0.3167;0.2058;0.1896;0.0064;0.3289;0.2571;0.2004;0.0044;0.1593;0.0044;0.2097;0.2346;0.1960;0.0044;0.000;0.597;0.000;0.477;0.439;0.438;0.563;0.513;0.621;0.509;0.630;0.466;0.428;0.000;0.471;0.656;0.598;0.000;0.534;0.000;0.639;0.412;0.608;0.000;
03.09.20;11:32:43;2;0;0.0024;0.0875;0.0044;0.1285;0.1329;0.1168;0.1041;0.1012;0.0875;0.1237;0.1241;0.1139;0.1100;0.0049;0.1789;0.0909;0.0841;0.0024;0.0767;0.0024;0.0816;0.1398;0.0811;0.0020;0.0039;0.2092;0.0064;0.2326;0.2258;0.2028;0.2351;0.1994;0.2263;0.2414;0.3182;0.2028;0.1843;0.0073;0.3240;0.2566;0.2038;0.0039;0.1579;0.0044;0.2141;0.2331;0.1989;0.0039;0.000;0.582;0.000;0.447;0.411;0.424;0.557;0.493;0.613;0.488;0.610;0.439;0.403;0.000;0.448;0.646;0.588;0.000;0.514;0.000;0.619;0.400;0.592;0.000;
03.09.20;11:33:45;3;0;0.0020;0.0865;0.0044;0.1271;0.1305;0.1188;0.1051;0.0992;0.0865;0.1207;0.1227;0.1124;0.1085;0.0049;0.1760;0.0904;0.0836;0.0020;0.0762;0.0024;0.0811;0.1388;0.0811;0.0020;0.0044;0.2067;0.0049;0.2326;0.2243;0.2043;0.2366;0.1960;0.2258;0.2385;0.3162;0.2038;0.1838;0.0073;0.3240;0.2566;0.2038;0.0049;0.1564;0.0034;0.2146;0.2331;0.2038;0.0039;0.000;0.582;0.000;0.454;0.418;0.419;0.556;0.494;0.617;0.494;0.612;0.448;0.410;0.000;0.457;0.648;0.590;0.000;0.512;0.000;0.622;0.405;0.602;0.000;
03.09.20;11:34:46;4;0;0.0020;0.0865;0.0044;0.1281;0.1305;0.1197;0.1065;0.0992;0.0875;0.1222;0.1212;0.1119;0.1075;0.0049;0.1769;0.0909;0.0841;0.0024;0.0762;0.0029;0.0811;0.1398;0.0821;0.0020;0.0039;0.2038;0.0059;0.2331;0.2214;0.2077;0.2346;0.1950;0.2292;0.2395;0.3128;0.1999;0.1813;0.0059;0.3260;0.2595;0.2067;0.0039;0.1564;0.0049;0.2146;0.2326;0.2038;0.0034;0.000;0.576;0.000;0.451;0.411;0.424;0.546;0.491;0.618;0.490;0.613;0.440;0.407;0.000;0.457;0.650;0.593;0.000;0.512;0.000;0.622;0.399;0.597;0.000;
03.09.20;11:35:47;5;0;0.0024;0.0855;0.0049;0.1285;0.1305;0.1207;0.1065;0.0992;0.0894;0.1222;0.1222;0.1105;0.1075;0.0054;0.1779;0.0934;0.0846;0.0020;0.0762;0.0024;0.0806;0.1403;0.0826;0.0020;0.0049;0.2043;0.0068;0.2331;0.2234;0.2082;0.2356;0.1955;0.2346;0.2385;0.3138;0.1989;0.1804;0.0068;0.3240;0.2630;0.2048;0.0034;0.1574;0.0044;0.2146;0.2317;0.2077;0.0044;0.000;0.581;0.000;0.449;0.416;0.420;0.548;0.493;0.619;0.488;0.611;0.445;0.404;0.000;0.451;0.645;0.587;0.000;0.516;0.000;0.624;0.395;0.602;0.000;
