Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Fm'21;Fm'22;Fm'23;Fm'24;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;Y(II)21;Y(II)22;Y(II)23;Y(II)24;
31.08.20;12:02:31;1;0;0.0704;0.0020;0.1378;0.0728;0.1300;0.0772;0.0841;0.0024;0.0943;0.0024;0.0762;0.0821;0.0821;0.0049;0.0811;0.0948;0.1070;0.0885;0.1134;0.1070;0.0831;0.0024;0.0029;0.1022;0.1857;0.0039;0.2390;0.2038;0.2356;0.1906;0.1588;0.0044;0.2336;0.0049;0.2253;0.2087;0.2048;0.0068;0.2102;0.1965;0.3040;0.2625;0.1896;0.1891;0.2092;0.0044;0.0049;0.1935;0.621;0.000;0.423;0.643;0.448;0.595;0.471;0.000;0.596;0.000;0.662;0.607;0.599;0.000;0.614;0.517;0.648;0.663;0.402;0.434;0.603;0.000;0.000;0.472;
31.08.20;12:02:44;2;0;0.0821;0.0029;0.1515;0.0806;0.1452;0.0875;0.0934;0.0024;0.1100;0.0029;0.0885;0.0934;0.0934;0.0044;0.0919;0.1061;0.1241;0.1017;0.1256;0.1183;0.0914;0.0024;0.0029;0.1149;0.1848;0.0049;0.2370;0.2043;0.2312;0.1877;0.1579;0.0039;0.2331;0.0054;0.2253;0.2058;0.2019;0.0073;0.2067;0.1940;0.3040;0.2590;0.1877;0.1877;0.2077;0.0054;0.0049;0.1916;0.556;0.000;0.361;0.605;0.372;0.534;0.409;0.000;0.528;0.000;0.607;0.546;0.538;0.000;0.556;0.453;0.592;0.608;0.331;0.370;0.560;0.000;0.000;0.401;
31.08.20;12:03:45;3;0;0.0728;0.0024;0.1427;0.0743;0.1329;0.0772;0.0831;0.0024;0.0978;0.0024;0.0792;0.0811;0.0836;0.0054;0.0811;0.0958;0.1124;0.0914;0.1153;0.1100;0.0846;0.0024;0.0024;0.1036;0.1843;0.0039;0.2410;0.2023;0.2346;0.1848;0.1535;0.0039;0.2326;0.0044;0.2248;0.1999;0.1994;0.0068;0.2004;0.1906;0.3094;0.2600;0.1867;0.1882;0.2072;0.0049;0.0049;0.1901;0.605;0.000;0.408;0.633;0.433;0.582;0.459;0.000;0.580;0.000;0.648;0.594;0.581;0.000;0.595;0.497;0.637;0.648;0.382;0.416;0.592;0.000;0.000;0.455;
31.08.20;12:04:46;4;0;0.0733;0.0024;0.1437;0.0748;0.1334;0.0772;0.0831;0.0024;0.0968;0.0024;0.0806;0.0816;0.0826;0.0044;0.0811;0.0943;0.1139;0.0924;0.1168;0.1105;0.0846;0.0029;0.0029;0.1031;0.1843;0.0044;0.2410;0.2014;0.2312;0.1828;0.1544;0.0049;0.2307;0.0039;0.2258;0.1970;0.1970;0.0064;0.1989;0.1882;0.3089;0.2605;0.1877;0.1867;0.2053;0.0049;0.0054;0.1882;0.602;0.000;0.404;0.629;0.423;0.578;0.462;0.000;0.581;0.000;0.643;0.586;0.581;0.000;0.592;0.499;0.631;0.645;0.378;0.408;0.588;0.000;0.000;0.452;
31.08.20;12:05:47;5;0;0.0733;0.0029;0.1437;0.0753;0.1329;0.0767;0.0836;0.0024;0.0973;0.0024;0.0802;0.0826;0.0816;0.0054;0.0811;0.0953;0.1134;0.0909;0.1173;0.1090;0.0850;0.0024;0.0029;0.1031;0.1823;0.0039;0.2414;0.2019;0.2307;0.1813;0.1544;0.0049;0.2302;0.0054;0.2263;0.2009;0.1935;0.0068;0.1984;0.1911;0.3079;0.2610;0.1867;0.1843;0.2038;0.0054;0.0049;0.1872;0.598;0.000;0.405;0.627;0.424;0.577;0.459;0.000;0.577;0.000;0.646;0.589;0.578;0.000;0.591;0.501;0.632;0.652;0.372;0.408;0.583;0.000;0.000;0.449;
