Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Fm'21;Fm'22;Fm'23;Fm'24;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;Y(II)21;Y(II)22;Y(II)23;Y(II)24;
03.09.20;11:17:43;1;0;0.0709;0.0929;0.0821;0.1065;0.0865;0.0020;0.0024;0.0738;0.0831;0.1608;0.0850;0.0772;0.0787;0.0885;0.0948;0.1056;0.0958;0.0699;0.0787;0.1012;0.0904;0.1325;0.0024;0.1080;0.1891;0.2151;0.2107;0.2713;0.2239;0.0044;0.0029;0.2121;0.2297;0.3275;0.2009;0.1848;0.1916;0.2400;0.2683;0.2913;0.2478;0.1799;0.1784;0.2336;0.1945;0.2439;0.0044;0.2053;0.625;0.568;0.610;0.607;0.614;0.000;0.000;0.652;0.638;0.509;0.577;0.582;0.589;0.631;0.647;0.638;0.613;0.611;0.559;0.567;0.535;0.457;0.000;0.474;
03.09.20;11:19:04;2;0;0.0718;0.0943;0.0841;0.1090;0.0885;0.0024;0.0024;0.0753;0.0870;0.1623;0.0885;0.0797;0.0816;0.0909;0.0968;0.1090;0.0982;0.0709;0.0811;0.0997;0.0909;0.1339;0.0024;0.1100;0.1882;0.2116;0.2087;0.2722;0.2243;0.0039;0.0029;0.2092;0.2336;0.3226;0.2043;0.1813;0.1921;0.2395;0.2674;0.2913;0.2458;0.1784;0.1804;0.2273;0.1931;0.2444;0.0049;0.2063;0.618;0.554;0.597;0.600;0.606;0.000;0.000;0.640;0.628;0.497;0.567;0.561;0.575;0.620;0.638;0.626;0.600;0.603;0.550;0.561;0.529;0.452;0.000;0.467;
03.09.20;11:20:05;3;0;0.0723;0.0963;0.0850;0.1100;0.0894;0.0024;0.0029;0.0762;0.0885;0.1642;0.0899;0.0806;0.0836;0.0914;0.0982;0.1100;0.1002;0.0704;0.0831;0.1017;0.0919;0.1364;0.0029;0.1119;0.1867;0.2146;0.2087;0.2713;0.2248;0.0034;0.0049;0.2107;0.2326;0.3226;0.2063;0.1813;0.1940;0.2410;0.2713;0.2928;0.2463;0.1760;0.1804;0.2287;0.1891;0.2419;0.0049;0.2038;0.613;0.551;0.593;0.595;0.602;0.000;0.000;0.638;0.620;0.491;0.564;0.555;0.569;0.621;0.638;0.624;0.593;0.600;0.539;0.556;0.514;0.436;0.000;0.451;
03.09.20;11:21:06;4;0;0.0733;0.0973;0.0846;0.1105;0.0899;0.0020;0.0020;0.0772;0.0880;0.1652;0.0890;0.0802;0.0841;0.0924;0.0987;0.1100;0.1002;0.0694;0.0831;0.1031;0.0919;0.1364;0.0029;0.1129;0.1882;0.2165;0.2053;0.2722;0.2229;0.0044;0.0044;0.2126;0.2326;0.3265;0.2043;0.1799;0.1940;0.2419;0.2703;0.2918;0.2478;0.1750;0.1833;0.2317;0.1882;0.2429;0.0044;0.2067;0.610;0.551;0.588;0.594;0.596;0.000;0.000;0.637;0.622;0.494;0.565;0.554;0.567;0.618;0.635;0.623;0.596;0.603;0.547;0.555;0.512;0.439;0.000;0.454;
03.09.20;11:22:07;5;0;0.0733;0.0982;0.0836;0.1109;0.0894;0.0020;0.0024;0.0777;0.0880;0.1667;0.0894;0.0806;0.0836;0.0924;0.0987;0.1114;0.0997;0.0694;0.0836;0.1041;0.0924;0.1373;0.0024;0.1129;0.1887;0.2175;0.2048;0.2708;0.2214;0.0039;0.0039;0.2146;0.2331;0.3270;0.2053;0.1804;0.1945;0.2414;0.2693;0.2918;0.2463;0.1735;0.1823;0.2331;0.1896;0.2400;0.0044;0.2043;0.611;0.548;0.592;0.590;0.596;0.000;0.000;0.638;0.623;0.490;0.564;0.553;0.570;0.617;0.633;0.618;0.595;0.600;0.542;0.553;0.513;0.428;0.000;0.447;
