Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Fm'21;Fm'22;Fm'23;Fm'24;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;Y(II)21;Y(II)22;Y(II)23;Y(II)24;
04.09.20;11:08:21;1;0;0.0020;0.0958;0.0699;0.0802;0.0758;0.0591;0.0831;0.0929;0.1119;0.0039;0.1906;0.0914;0.0024;0.0919;0.1075;0.0978;0.0772;0.0767;0.0875;0.0024;0.0029;0.0914;0.1168;0.0870;0.0049;0.2429;0.1745;0.2292;0.1965;0.1476;0.2317;0.2019;0.2776;0.0054;0.3529;0.1877;0.0029;0.2278;0.2234;0.2600;0.1838;0.2146;0.1535;0.0044;0.0049;0.1862;0.2424;0.1755;0.000;0.606;0.599;0.650;0.614;0.599;0.641;0.540;0.597;0.000;0.460;0.513;0.000;0.597;0.519;0.624;0.580;0.642;0.430;0.000;0.000;0.509;0.518;0.504;
04.09.20;11:09:37;2;0;0.0024;0.0987;0.0704;0.0831;0.0772;0.0596;0.0865;0.0943;0.1124;0.0039;0.1960;0.0943;0.0020;0.0929;0.1090;0.1002;0.0772;0.0787;0.0885;0.0024;0.0034;0.0943;0.1202;0.0894;0.0049;0.2405;0.1730;0.2302;0.1975;0.1466;0.2336;0.2053;0.2688;0.0064;0.3509;0.1906;0.0039;0.2307;0.2209;0.2610;0.1823;0.2146;0.1540;0.0039;0.0044;0.1882;0.2419;0.1740;0.000;0.589;0.593;0.639;0.609;0.593;0.630;0.540;0.582;0.000;0.442;0.505;0.000;0.597;0.507;0.616;0.576;0.633;0.425;0.000;0.000;0.499;0.503;0.486;
04.09.20;11:10:38;3;0;0.0024;0.0997;0.0709;0.0846;0.0782;0.0606;0.0880;0.0953;0.1139;0.0039;0.1975;0.0948;0.0015;0.0934;0.1105;0.1022;0.0792;0.0797;0.0904;0.0024;0.0024;0.0973;0.1222;0.0890;0.0039;0.2434;0.1720;0.2312;0.1999;0.1452;0.2346;0.2028;0.2659;0.0054;0.3475;0.1901;0.0044;0.2307;0.2204;0.2634;0.1848;0.2151;0.1520;0.0044;0.0044;0.1911;0.2429;0.1725;0.000;0.590;0.588;0.634;0.609;0.582;0.625;0.530;0.572;0.000;0.432;0.501;0.000;0.595;0.499;0.612;0.571;0.630;0.405;0.000;0.000;0.491;0.497;0.484;
04.09.20;11:11:39;4;0;0.0024;0.0992;0.0714;0.0850;0.0787;0.0601;0.0885;0.0963;0.1119;0.0044;0.1994;0.0958;0.0020;0.0938;0.1100;0.1031;0.0792;0.0797;0.0870;0.0020;0.0029;0.0982;0.1227;0.0885;0.0034;0.2424;0.1706;0.2336;0.1975;0.1452;0.2370;0.2048;0.2634;0.0064;0.3504;0.1896;0.0044;0.2302;0.2160;0.2634;0.1828;0.2160;0.1471;0.0044;0.0044;0.1906;0.2419;0.1711;0.000;0.591;0.582;0.636;0.601;0.586;0.627;0.530;0.575;0.000;0.431;0.495;0.000;0.592;0.491;0.609;0.567;0.631;0.409;0.000;0.000;0.485;0.493;0.483;
04.09.20;11:12:40;5;0;0.0024;0.0997;0.0709;0.0850;0.0782;0.0596;0.0875;0.0958;0.1105;0.0044;0.1989;0.0958;0.0020;0.0938;0.1119;0.1041;0.0792;0.0797;0.0890;0.0024;0.0024;0.0982;0.1241;0.0885;0.0044;0.2414;0.1706;0.2317;0.1975;0.1442;0.2336;0.1994;0.2595;0.0054;0.3485;0.1872;0.0039;0.2312;0.2190;0.2664;0.1833;0.2151;0.1496;0.0039;0.0039;0.1921;0.2454;0.1681;0.000;0.587;0.585;0.633;0.604;0.586;0.626;0.520;0.574;0.000;0.429;0.488;0.000;0.594;0.489;0.609;0.568;0.630;0.405;0.000;0.000;0.489;0.494;0.474;
