Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Fm'21;Fm'22;Fm'23;Fm'24;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;Y(II)21;Y(II)22;Y(II)23;Y(II)24;
05.09.20;10:32:21;1;0;0.0591;0.0806;0.0718;0.0029;0.1139;0.0650;0.0792;0.1241;0.1750;0.1090;0.1041;0.0767;0.0670;0.1119;0.0992;0.1012;0.1183;0.0024;0.0640;0.1075;0.0029;0.0880;0.0782;0.0836;0.1672;0.2014;0.1891;0.0029;0.2146;0.1544;0.2019;0.2356;0.3558;0.2512;0.2170;0.1828;0.1745;0.2243;0.2644;0.2835;0.2791;0.0044;0.1686;0.2292;0.0049;0.2067;0.1960;0.1662;0.646;0.600;0.620;0.000;0.469;0.579;0.608;0.473;0.508;0.566;0.520;0.580;0.616;0.501;0.625;0.643;0.576;0.000;0.620;0.531;0.000;0.574;0.601;0.497;
05.09.20;10:33:14;2;0;0.0611;0.0846;0.0758;0.0024;0.1178;0.0684;0.0826;0.1295;0.1794;0.1149;0.1031;0.0802;0.0689;0.1183;0.1036;0.1075;0.1188;0.0024;0.0670;0.1153;0.0029;0.0934;0.0811;0.0875;0.1681;0.2038;0.1916;0.0020;0.2136;0.1535;0.2023;0.2346;0.3543;0.2542;0.2038;0.1813;0.1725;0.2214;0.2630;0.2840;0.2742;0.0044;0.1676;0.2312;0.0049;0.2102;0.1970;0.1672;0.637;0.585;0.605;0.000;0.449;0.554;0.592;0.448;0.494;0.548;0.494;0.558;0.601;0.466;0.606;0.621;0.567;0.000;0.601;0.501;0.000;0.556;0.588;0.477;
05.09.20;10:34:15;3;0;0.0611;0.0846;0.0758;0.0020;0.1183;0.0684;0.0816;0.1320;0.1784;0.1139;0.1007;0.0802;0.0674;0.1178;0.1041;0.1051;0.1202;0.0024;0.0670;0.1163;0.0034;0.0914;0.0806;0.0855;0.1667;0.2043;0.1901;0.0029;0.2141;0.1540;0.1989;0.2361;0.3534;0.2522;0.1999;0.1823;0.1676;0.2209;0.2644;0.2805;0.2742;0.0049;0.1667;0.2317;0.0059;0.2058;0.1979;0.1672;0.633;0.586;0.602;0.000;0.447;0.556;0.590;0.441;0.495;0.548;0.496;0.560;0.598;0.467;0.606;0.625;0.561;0.000;0.598;0.498;0.000;0.556;0.593;0.488;
05.09.20;10:35:16;4;0;0.0606;0.0850;0.0762;0.0020;0.1188;0.0679;0.0826;0.1315;0.1784;0.1153;0.0997;0.0802;0.0660;0.1183;0.1041;0.1051;0.1197;0.0024;0.0674;0.1163;0.0034;0.0914;0.0806;0.0855;0.1652;0.2038;0.1931;0.0024;0.2116;0.1535;0.1979;0.2375;0.3519;0.2542;0.2004;0.1813;0.1662;0.2209;0.2644;0.2796;0.2766;0.0044;0.1696;0.2331;0.0044;0.2028;0.1965;0.1647;0.633;0.583;0.605;0.000;0.439;0.557;0.583;0.447;0.493;0.546;0.502;0.558;0.603;0.465;0.606;0.624;0.567;0.000;0.602;0.501;0.000;0.549;0.590;0.481;
05.09.20;10:36:17;5;0;0.0616;0.0850;0.0772;0.0024;0.1183;0.0679;0.0821;0.1320;0.1789;0.1134;0.1002;0.0811;0.0679;0.1193;0.1041;0.1051;0.1202;0.0020;0.0674;0.1163;0.0034;0.0919;0.0811;0.0855;0.1676;0.2038;0.1901;0.0034;0.2131;0.1525;0.1970;0.2375;0.3500;0.2483;0.1994;0.1799;0.1686;0.2224;0.2605;0.2815;0.2752;0.0039;0.1676;0.2302;0.0049;0.2067;0.1960;0.1623;0.633;0.583;0.594;0.000;0.445;0.554;0.583;0.444;0.489;0.543;0.498;0.549;0.597;0.464;0.600;0.627;0.563;0.000;0.598;0.495;0.000;0.556;0.586;0.473;
