Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
28.08.20;17:12:51;1;0;0.0582;0.0738;0.0616;0.0699;0.0547;0.0938;0.0758;0.0665;0.0704;0.0611;0.0762;0.0728;0.1804;0.1979;0.1935;0.1794;0.1667;0.2688;0.2424;0.2111;0.1906;0.1696;0.2380;0.1891;0.678;0.627;0.682;0.610;0.672;0.651;0.688;0.685;0.631;0.640;0.680;0.615;
28.08.20;17:15:25;2;0;0.0606;0.0767;0.0630;0.0704;0.0552;0.0953;0.0782;0.0679;0.0709;0.0616;0.0782;0.0728;0.1813;0.2023;0.1926;0.1789;0.1652;0.2688;0.2414;0.2087;0.1916;0.1691;0.2366;0.1867;0.666;0.621;0.673;0.607;0.666;0.645;0.676;0.674;0.630;0.636;0.669;0.610;
28.08.20;17:16:26;3;0;0.0621;0.0772;0.0650;0.0714;0.0587;0.0968;0.0821;0.0709;0.0728;0.0626;0.0806;0.0728;0.1784;0.1984;0.1921;0.1774;0.1657;0.2634;0.2414;0.2102;0.1926;0.1662;0.2346;0.1852;0.652;0.611;0.662;0.598;0.646;0.633;0.660;0.663;0.622;0.624;0.656;0.607;
28.08.20;17:17:29;4;0;0.0621;0.0777;0.0650;0.0714;0.0582;0.0968;0.0806;0.0709;0.0728;0.0621;0.0797;0.0728;0.1794;0.1999;0.1916;0.1769;0.1657;0.2639;0.2400;0.2092;0.1935;0.1652;0.2341;0.1838;0.654;0.611;0.661;0.597;0.649;0.633;0.664;0.661;0.624;0.624;0.660;0.604;
