Meas_Day,Sample_ID,Plate_Well_ID ,Fragment_ID
day2,057,2-B1,057
day2,058,4-B4,058
day2,059,6-C6,059
day2,060,2-D1,060
day2,061,2-C3,061
day2,062,6-D6,062
day2,063,1-D3,063
day2,064,2-A6,064
day2,065,6-D3,065
day2,066,6-C3,066
day2,067,4-C3,067
day2,068,4-C5,068
day2,069,1-B4,069
day2,070,1-B2,070
day2,071,1-B5,071
day2,072,2-D4,072
day2,073,2-A4,073
day2,074,6-A1,074
day2,075,6-B1,075
day2,076,2-D3,076
day2,077,3-A1,077
day2,078,3-D5,078
day2,079,3-B1,079
day2,080,2-D6,080
day2,081,4-D5,081
day2,082,6-C2,082
day2,083,5-D1,083
day2,084,4-A6,084
day2,085,4-D2,085
day2,086,4-C6,086
day2,087,4-B1,087
day2,088,1-C1,088
day2,089,1-A4,089
day2,090,5-C5,090
day2,091,3-D6,091
day2,092,2-B6,092
day2,093,3-D1,093
day2,094,5-D2,094
day2,095,5-A2,095
day2,096,3-C4,096
day2,097,1-C4,097
day2,098,2-B5,098
day2,099,1-C2,099
day2,100,6-D5,100
day2,101,1-C5,101
day2,102,3-A3,102
day2,103,4-A1,103
day2,104,5-C4,104
day2,105,3-B3,105
day2,106,3-C2,106
day2,107,3-B4,107
day2,108,5-B5,108
day2,109,5-A4,109
day2,110,2-C6,110
day2,111,5-B1,111
day2,112,6-B2,112
day2,113,6-B3,113
day2,114,6-B6,114
day2,115,6-A5,115
day2,116,5-D5,116
day2,117,1-A3,117
day2,118,3-D4,118
day2,119,2-C5,119
day2,120,3-D2,120
day2,121,4-D1,121
day2,122,3-C1,122
day2,123,2-C4,123
day2,124,4-A3,124
day2,125,5-B6,125
day2,126,1-B3,126
day2,127,5-C6,127
day2,128,1-A5,128
day2,129,4-B2,129
day2,130,4-B3,130
day2,131,1-D5,131
day2,132,1-B6,132
day2,133,1-A1,133
day2,134,5-C3,134
day2,135,3-C3,135
day2,136,2-B3,136
day2,137,6-A4,137
day2,138,6-C1,138
day2,139,3-B6,139
day2,140,2-A5,140
day2,141,3-C5,141
day2,142,1-C6,142
day2,143,4-D6,143
day2,144,1-A6,144
day2,145,1-D1,145
day2,146,5-A5,146
day2,147,5-C2,147
day2,148,2-B2,148
day2,149,4-A4,149
day2,150,4-C4,150
day2,151,4-D3,151
day2,152,2-A2,152
day2,153,2-C2,153
day2,154,4-B6,154
day2,155,3-A2,155
day2,156,2-D5,156
day2,157,4-C2,157
day2,158,1-D6,158
day2,159,4-A2,159
day2,160,5-D3,160
day2,161,2-D2,161
day2,162,6-D4,162
day2,163,5-D4,163
day2,164,6-A2,164
day2,165,6-A6,165
day2,166,3-B5,166
day2,167,3-A5,167
day2,168,3-B2,168
day2,b,1-A2,
day2,b,1-B1,
day2,b,1-C3,
day2,b,1-D2,
day2,b,1-D4,
day2,b,2-A1,
day2,b,2-A3,
day2,b,2-B4,
day2,b,2-C1,
day2,b,3-A4,
day2,b,3-A6,
day2,b,3-C6,
day2,b,3-D3,
day2,b,4-A5,
day2,b,4-B5,
day2,b,4-C1,
day2,b,4-D4,
day2,b,5-A1,
day2,b,5-A3,
day2,b,5-A6,
day2,b,5-B2,
day2,b,5-B3,
day2,b,5-B4,
day2,b,5-C1,
day2,b,5-D6,
day2,b,6-A3,
day2,b,6-B4,
day2,b,6-B5,
day2,b,6-C4,
day2,b,6-C5,
day2,b,6-D1,
day2,b,6-D2,
