#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20154173, SEN S/N: 20154173, LBL: Temp.)","Intensity, Lux (LGR S/N: 20154173, SEN S/N: 20154173, LBL: Lux)"
253,9/1/20 7:56,25.513,86.1
254,9/1/20 8:01,25.513,75.3
255,9/1/20 8:06,25.513,96.9
256,9/1/20 8:11,25.513,86.1
257,9/1/20 8:16,25.513,86.1
258,9/1/20 8:21,25.513,86.1
259,9/1/20 8:26,25.513,75.3
260,9/1/20 8:31,25.513,75.3
261,9/1/20 8:36,25.513,86.1
262,9/1/20 8:41,25.513,75.3
263,9/1/20 8:46,25.513,86.1
264,9/1/20 8:51,25.513,75.3
265,9/1/20 8:56,25.513,75.3
266,9/1/20 9:01,25.513,96.9
267,9/1/20 9:06,25.513,75.3
268,9/1/20 9:11,25.513,75.3
269,9/1/20 9:16,25.513,75.3
270,9/1/20 9:21,25.513,75.3
271,9/1/20 9:26,25.513,75.3
272,9/1/20 9:31,25.513,53.8
273,9/1/20 9:36,25.513,64.6
274,9/1/20 9:41,25.513,64.6
275,9/1/20 9:46,25.513,64.6
276,9/1/20 9:51,25.513,64.6
277,9/1/20 9:56,25.513,43.1
278,9/1/20 10:01,25.513,10.8
279,9/1/20 10:06,25.513,53.8
280,9/1/20 10:11,25.513,10.8
281,9/1/20 10:16,25.416,10.8
282,9/1/20 10:21,25.416,10.8
283,9/1/20 10:26,25.416,0
284,9/1/20 10:31,25.319,0
285,9/1/20 10:36,25.319,0
286,9/1/20 10:41,25.319,0
287,9/1/20 10:46,25.222,0
288,9/1/20 10:51,25.222,0
289,9/1/20 10:56,25.222,0
290,9/1/20 11:01,25.222,0
291,9/1/20 11:06,25.125,0
292,9/1/20 11:11,25.125,0
293,9/1/20 11:16,25.319,0
294,9/1/20 11:21,25.416,0
295,9/1/20 11:26,25.319,0
296,9/1/20 11:31,25.319,0
297,9/1/20 11:36,25.222,0
298,9/1/20 11:41,25.222,0
299,9/1/20 11:46,25.222,0
300,9/1/20 11:51,25.125,0
301,9/1/20 11:56,25.125,0
302,9/1/20 12:01,25.319,0
303,9/1/20 12:06,25.416,0
304,9/1/20 12:11,25.416,0
305,9/1/20 12:16,25.416,0
306,9/1/20 12:21,25.319,0
307,9/1/20 12:26,25.319,0
308,9/1/20 12:31,25.222,0
309,9/1/20 12:36,25.222,0
310,9/1/20 12:41,25.222,0
311,9/1/20 12:46,25.222,0
312,9/1/20 12:51,25.125,0
313,9/1/20 12:56,25.125,0
314,9/1/20 13:01,25.222,0
315,9/1/20 13:06,25.319,0
316,9/1/20 13:11,25.319,0
317,9/1/20 13:16,25.319,0
318,9/1/20 13:21,25.222,0
319,9/1/20 13:26,25.222,0
320,9/1/20 13:31,25.222,0
321,9/1/20 13:36,25.222,0
322,9/1/20 13:41,25.125,0
323,9/1/20 13:46,25.125,0
324,9/1/20 13:51,25.222,0
325,9/1/20 13:56,25.416,0
326,9/1/20 14:01,25.416,0
327,9/1/20 14:06,25.319,0
328,9/1/20 14:11,25.319,0
329,9/1/20 14:16,25.319,0
330,9/1/20 14:21,25.222,0
331,9/1/20 14:26,25.222,0
332,9/1/20 14:31,25.222,0
333,9/1/20 14:36,25.222,0
334,9/1/20 14:41,25.222,0
335,9/1/20 14:46,25.125,0
336,9/1/20 14:51,25.125,0
337,9/1/20 14:56,25.125,0
338,9/1/20 15:01,25.319,0
339,9/1/20 15:06,25.416,0
340,9/1/20 15:11,25.416,0
341,9/1/20 15:16,25.319,0
342,9/1/20 15:21,25.319,0
343,9/1/20 15:26,25.319,0
344,9/1/20 15:31,25.222,0
345,9/1/20 15:36,25.222,0
346,9/1/20 15:41,25.222,0
347,9/1/20 15:46,25.222,0
348,9/1/20 15:51,25.222,0
349,9/1/20 15:56,25.125,0
350,9/1/20 16:01,25.125,0
351,9/1/20 16:06,25.125,0
352,9/1/20 16:11,25.319,0
353,9/1/20 16:16,25.416,0
354,9/1/20 16:21,25.416,0
355,9/1/20 16:26,25.319,0
356,9/1/20 16:31,25.319,0
357,9/1/20 16:36,25.319,0
358,9/1/20 16:41,25.319,0
359,9/1/20 16:46,25.319,0
360,9/1/20 16:51,25.319,0
361,9/1/20 16:56,25.319,0
362,9/1/20 17:01,25.319,0
363,9/1/20 17:06,25.319,0
364,9/1/20 17:11,25.222,0
365,9/1/20 17:16,25.222,0
366,9/1/20 17:21,25.222,0
367,9/1/20 17:26,25.222,0
368,9/1/20 17:31,25.222,0
369,9/1/20 17:36,25.222,0
370,9/1/20 17:41,25.222,0
371,9/1/20 17:46,25.222,0
372,9/1/20 17:51,25.222,0
373,9/1/20 17:56,25.125,0
374,9/1/20 18:01,25.125,0
375,9/1/20 18:06,25.125,0
376,9/1/20 18:11,25.125,0
377,9/1/20 18:16,25.125,0
378,9/1/20 18:21,25.416,0
379,9/1/20 18:26,25.513,0
380,9/1/20 18:31,25.513,0
381,9/1/20 18:36,25.513,0
382,9/1/20 18:41,25.513,0
383,9/1/20 18:46,25.513,0
384,9/1/20 18:51,25.513,0
385,9/1/20 18:56,25.513,0
386,9/1/20 19:01,25.513,0
387,9/1/20 19:06,25.513,0
388,9/1/20 19:11,25.416,0
389,9/1/20 19:16,25.416,0
390,9/1/20 19:21,25.416,0
391,9/1/20 19:26,25.416,0
392,9/1/20 19:31,25.416,0
393,9/1/20 19:36,25.416,0
394,9/1/20 19:41,25.416,0
395,9/1/20 19:46,25.416,0
396,9/1/20 19:51,25.416,0
397,9/1/20 19:56,25.416,0
398,9/1/20 20:01,25.416,0
399,9/1/20 20:06,25.416,0
400,9/1/20 20:11,25.319,0
401,9/1/20 20:16,25.319,0
402,9/1/20 20:21,25.319,0
403,9/1/20 20:26,25.319,0
404,9/1/20 20:31,25.319,0
405,9/1/20 20:36,25.319,0
406,9/1/20 20:41,25.319,0
407,9/1/20 20:46,25.319,0
408,9/1/20 20:51,25.319,0
409,9/1/20 20:56,25.319,0
410,9/1/20 21:01,25.319,0
411,9/1/20 21:06,25.319,0
412,9/1/20 21:11,25.222,0
413,9/1/20 21:16,25.222,0
414,9/1/20 21:21,25.222,0
415,9/1/20 21:26,25.222,0
416,9/1/20 21:31,25.222,0
417,9/1/20 21:36,25.222,0
418,9/1/20 21:41,25.222,0
419,9/1/20 21:46,25.222,0
420,9/1/20 21:51,25.222,0
421,9/1/20 21:56,25.222,0
422,9/1/20 22:01,25.222,0
423,9/1/20 22:06,25.222,21.5
424,9/1/20 22:11,25.222,32.3
425,9/1/20 22:16,25.222,21.5
426,9/1/20 22:21,25.125,86.1
427,9/1/20 22:26,25.125,96.9
428,9/1/20 22:31,25.125,75.3
429,9/1/20 22:36,25.222,118.4
430,9/1/20 22:41,25.222,75.3
431,9/1/20 22:46,25.222,86.1
432,9/1/20 22:51,25.222,96.9
433,9/1/20 22:56,25.222,75.3
434,9/1/20 23:01,25.222,75.3
435,9/1/20 23:06,25.222,86.1
436,9/1/20 23:11,25.222,107.6
437,9/1/20 23:16,25.222,96.9
438,9/1/20 23:21,25.222,75.3
439,9/1/20 23:26,25.222,86.1
440,9/1/20 23:31,25.319,86.1
441,9/1/20 23:36,25.319,75.3
442,9/1/20 23:41,25.319,86.1
443,9/1/20 23:46,25.319,86.1
444,9/1/20 23:51,25.319,86.1
445,9/1/20 23:56,25.319,86.1
446,9/2/20 0:01,25.319,96.9
447,9/2/20 0:06,25.416,107.6
448,9/2/20 0:11,25.416,96.9
449,9/2/20 0:16,25.416,118.4
450,9/2/20 0:21,25.416,75.3
451,9/2/20 0:26,25.416,86.1
452,9/2/20 0:31,25.416,139.9
453,9/2/20 0:36,25.513,96.9
454,9/2/20 0:41,25.513,86.1
455,9/2/20 0:46,25.513,86.1
456,9/2/20 0:51,25.513,86.1
457,9/2/20 0:56,25.513,118.4
458,9/2/20 1:01,25.513,129.2
459,9/2/20 1:06,25.513,118.4
460,9/2/20 1:11,25.513,86.1
461,9/2/20 1:16,25.61,86.1
462,9/2/20 1:21,25.61,96.9
463,9/2/20 1:26,25.61,129.2
464,9/2/20 1:31,25.61,86.1
465,9/2/20 1:36,25.61,129.2
466,9/2/20 1:41,25.61,96.9
467,9/2/20 1:46,25.61,96.9
468,9/2/20 1:51,25.61,86.1
469,9/2/20 1:56,25.708,118.4
470,9/2/20 2:01,25.708,107.6
471,9/2/20 2:06,25.708,75.3
472,9/2/20 2:11,25.708,86.1
473,9/2/20 2:16,25.708,107.6
474,9/2/20 2:21,25.708,86.1
475,9/2/20 2:26,25.708,129.2
476,9/2/20 2:31,25.708,86.1
477,9/2/20 2:36,25.708,75.3
478,9/2/20 2:41,25.708,96.9
479,9/2/20 2:46,25.708,129.2
480,9/2/20 2:51,25.708,96.9
481,9/2/20 2:56,25.708,96.9
482,9/2/20 3:01,25.708,107.6
483,9/2/20 3:06,25.708,86.1
484,9/2/20 3:11,25.708,86.1
485,9/2/20 3:16,25.708,107.6
486,9/2/20 3:21,25.708,86.1
487,9/2/20 3:26,25.708,75.3
488,9/2/20 3:31,25.708,96.9
489,9/2/20 3:36,25.708,86.1
490,9/2/20 3:41,25.708,96.9
491,9/2/20 3:46,25.708,96.9
492,9/2/20 3:51,25.708,75.3
493,9/2/20 3:56,25.708,75.3
494,9/2/20 4:01,25.708,96.9
495,9/2/20 4:06,25.805,96.9
496,9/2/20 4:11,25.708,96.9
497,9/2/20 4:16,25.708,96.9
498,9/2/20 4:21,25.805,86.1
499,9/2/20 4:26,25.708,96.9
500,9/2/20 4:31,25.708,86.1
501,9/2/20 4:36,25.805,86.1
502,9/2/20 4:41,25.805,96.9
503,9/2/20 4:46,25.708,139.9
504,9/2/20 4:51,25.805,129.2
505,9/2/20 4:56,25.708,86.1
506,9/2/20 5:01,25.708,107.6
507,9/2/20 5:06,25.805,86.1
508,9/2/20 5:11,25.805,86.1
509,9/2/20 5:16,25.708,86.1
510,9/2/20 5:21,25.708,107.6
511,9/2/20 5:26,25.805,96.9
512,9/2/20 5:31,25.805,96.9
513,9/2/20 5:36,25.805,86.1
514,9/2/20 5:41,25.805,96.9
515,9/2/20 5:46,25.805,86.1
516,9/2/20 5:51,25.805,107.6
517,9/2/20 5:56,25.805,96.9
518,9/2/20 6:01,25.805,96.9
519,9/2/20 6:06,25.805,96.9
520,9/2/20 6:11,25.805,107.6
521,9/2/20 6:16,25.902,86.1
522,9/2/20 6:21,25.902,86.1
523,9/2/20 6:26,25.902,129.2
524,9/2/20 6:31,25.902,96.9
525,9/2/20 6:36,25.902,86.1
526,9/2/20 6:41,25.902,96.9
527,9/2/20 6:46,25.902,107.6
528,9/2/20 6:51,25.902,96.9
529,9/2/20 6:56,25.902,86.1
530,9/2/20 7:01,25.902,118.4
531,9/2/20 7:06,25.902,118.4
532,9/2/20 7:11,25.902,107.6
533,9/2/20 7:16,25.902,86.1
534,9/2/20 7:21,26,129.2
535,9/2/20 7:26,26,96.9
536,9/2/20 7:31,26,107.6
537,9/2/20 7:36,26,86.1
538,9/2/20 7:41,26,107.6
539,9/2/20 7:46,26,86.1
540,9/2/20 7:51,26,161.5
541,9/2/20 7:56,26,107.6
542,9/2/20 8:01,26,118.4
543,9/2/20 8:06,26,96.9
544,9/2/20 8:11,26,118.4
545,9/2/20 8:16,26,64.6
546,9/2/20 8:21,26,53.8
547,9/2/20 8:26,26,64.6
548,9/2/20 8:31,26,53.8
549,9/2/20 8:36,26,64.6
550,9/2/20 8:41,26,64.6
551,9/2/20 8:46,26,75.3
552,9/2/20 8:51,26,75.3
553,9/2/20 8:56,26,75.3
554,9/2/20 9:01,26,43.1
555,9/2/20 9:06,26,64.6
556,9/2/20 9:11,26,64.6
557,9/2/20 9:16,26,64.6
558,9/2/20 9:21,26,64.6
559,9/2/20 9:26,25.902,0
560,9/2/20 9:31,25.902,64.6
561,9/2/20 9:36,25.902,107.6
562,9/2/20 9:41,25.805,43.1
563,9/2/20 9:46,25.805,0
564,9/2/20 9:51,25.805,0
565,9/2/20 9:56,25.805,64.6
566,9/2/20 10:01,25.708,0
567,9/2/20 10:06,25.708,107.6
568,9/2/20 10:11,25.708,0
569,9/2/20 10:16,25.708,0
570,9/2/20 10:21,25.708,0
571,9/2/20 10:26,25.708,64.6
572,9/2/20 10:31,25.708,86.1
573,9/2/20 10:36,25.708,0
574,9/2/20 10:41,25.708,0
575,9/2/20 10:46,25.708,0
576,9/2/20 10:51,25.708,0
577,9/2/20 10:56,25.708,0
578,9/2/20 11:01,25.708,0
579,9/2/20 11:06,25.708,0
580,9/2/20 11:11,25.61,0
581,9/2/20 11:16,25.61,0
582,9/2/20 11:21,25.61,0
583,9/2/20 11:26,25.513,0
584,9/2/20 11:31,25.513,0
585,9/2/20 11:36,25.416,0
586,9/2/20 11:41,25.416,0
587,9/2/20 11:46,25.416,0
588,9/2/20 11:51,25.319,0
589,9/2/20 11:56,25.319,0
590,9/2/20 12:01,25.319,0
591,9/2/20 12:06,25.222,0
592,9/2/20 12:11,25.222,0
593,9/2/20 12:16,25.222,0
594,9/2/20 12:21,25.222,0
595,9/2/20 12:26,25.125,0
596,9/2/20 12:31,25.125,0
597,9/2/20 12:36,25.125,0
598,9/2/20 12:41,25.319,0
599,9/2/20 12:46,25.319,0
600,9/2/20 12:51,25.319,0
601,9/2/20 12:56,25.319,0
602,9/2/20 13:01,25.222,0
603,9/2/20 13:06,25.222,0
604,9/2/20 13:11,25.222,0
605,9/2/20 13:16,25.222,0
606,9/2/20 13:21,25.125,0
607,9/2/20 13:26,25.125,0
608,9/2/20 13:31,25.125,0
609,9/2/20 13:36,25.416,0
610,9/2/20 13:41,25.416,0
611,9/2/20 13:46,25.416,0
612,9/2/20 13:51,25.319,0
613,9/2/20 13:56,25.319,0
614,9/2/20 14:01,25.319,0
615,9/2/20 14:06,25.319,0
616,9/2/20 14:11,25.222,0
617,9/2/20 14:16,25.222,0
618,9/2/20 14:21,25.222,0
619,9/2/20 14:26,25.125,0
620,9/2/20 14:31,25.125,0
621,9/2/20 14:36,25.125,0
622,9/2/20 14:41,25.125,0
623,9/2/20 14:46,25.319,0
624,9/2/20 14:51,25.416,0
625,9/2/20 14:56,25.416,0
626,9/2/20 15:01,25.319,0
627,9/2/20 15:06,25.319,0
628,9/2/20 15:11,25.319,0
629,9/2/20 15:16,25.319,0
630,9/2/20 15:21,25.222,0
631,9/2/20 15:26,25.222,0
632,9/2/20 15:31,25.222,0
633,9/2/20 15:36,25.125,0
634,9/2/20 15:41,25.125,0
635,9/2/20 15:46,25.125,0
636,9/2/20 15:51,25.416,0
637,9/2/20 15:56,25.416,0
638,9/2/20 16:01,25.416,0
639,9/2/20 16:06,25.319,0
640,9/2/20 16:11,25.319,0
641,9/2/20 16:16,25.319,0
642,9/2/20 16:21,25.222,0
643,9/2/20 16:26,25.222,0
644,9/2/20 16:31,25.222,0
645,9/2/20 16:36,25.222,0
646,9/2/20 16:41,25.125,0
647,9/2/20 16:46,25.125,0
648,9/2/20 16:51,25.125,0
649,9/2/20 16:56,25.513,0
650,9/2/20 17:01,25.61,0
651,9/2/20 17:06,25.61,0
652,9/2/20 17:11,25.513,0
653,9/2/20 17:16,25.513,0
654,9/2/20 17:21,25.513,0
655,9/2/20 17:26,25.416,0
656,9/2/20 17:31,25.416,0
657,9/2/20 17:36,25.416,0
658,9/2/20 17:41,25.416,0
659,9/2/20 17:46,25.319,0
660,9/2/20 17:51,25.319,0
661,9/2/20 17:56,25.319,0
662,9/2/20 18:01,25.222,0
663,9/2/20 18:06,25.222,0
664,9/2/20 18:11,25.222,0
665,9/2/20 18:16,25.222,0
666,9/2/20 18:21,25.125,0
667,9/2/20 18:26,25.125,0
668,9/2/20 18:31,25.416,0
669,9/2/20 18:36,25.416,0
670,9/2/20 18:41,25.319,0
671,9/2/20 18:46,25.319,0
672,9/2/20 18:51,25.319,0
673,9/2/20 18:56,25.319,0
674,9/2/20 19:01,25.222,0
675,9/2/20 19:06,25.222,0
676,9/2/20 19:11,25.222,0
677,9/2/20 19:16,25.222,0
678,9/2/20 19:21,25.222,0
679,9/2/20 19:26,25.222,0
680,9/2/20 19:31,25.222,0
681,9/2/20 19:36,25.125,0
682,9/2/20 19:41,25.222,0
683,9/2/20 19:46,25.125,0
684,9/2/20 19:51,25.125,0
685,9/2/20 19:56,25.125,0
686,9/2/20 20:01,25.125,0
687,9/2/20 20:06,25.125,0
688,9/2/20 20:11,25.125,0
689,9/2/20 20:16,25.222,0
690,9/2/20 20:21,25.416,0
691,9/2/20 20:26,25.416,0
692,9/2/20 20:31,25.416,0
693,9/2/20 20:36,25.416,0
694,9/2/20 20:41,25.416,0
695,9/2/20 20:46,25.416,0
696,9/2/20 20:51,25.319,0
697,9/2/20 20:56,25.319,0
698,9/2/20 21:01,25.319,0
699,9/2/20 21:06,25.319,0
700,9/2/20 21:11,25.319,0
701,9/2/20 21:16,25.319,0
702,9/2/20 21:21,25.319,0
703,9/2/20 21:26,25.319,0
704,9/2/20 21:31,25.222,0
705,9/2/20 21:36,25.222,0
706,9/2/20 21:41,25.222,0
707,9/2/20 21:46,25.222,0
708,9/2/20 21:51,25.222,0
709,9/2/20 21:56,25.222,0
710,9/2/20 22:01,25.222,0
711,9/2/20 22:06,25.222,0
712,9/2/20 22:11,25.222,0
713,9/2/20 22:16,25.222,0
714,9/2/20 22:21,25.222,0
715,9/2/20 22:26,25.222,0
716,9/2/20 22:31,25.222,0
717,9/2/20 22:36,25.222,21.5
718,9/2/20 22:41,25.222,64.6
719,9/2/20 22:46,25.222,86.1
720,9/2/20 22:51,25.222,0
721,9/2/20 22:56,25.319,86.1
722,9/2/20 23:01,25.319,0
723,9/2/20 23:06,25.319,64.6
724,9/2/20 23:11,25.319,0
725,9/2/20 23:16,25.319,0
726,9/2/20 23:21,25.319,64.6
727,9/2/20 23:26,25.319,0
728,9/2/20 23:31,25.319,118.4
729,9/2/20 23:36,25.319,0
730,9/2/20 23:41,25.319,0
731,9/2/20 23:46,25.319,0
732,9/2/20 23:51,25.319,64.6
733,9/2/20 23:56,25.319,107.6
734,9/3/20 0:01,25.319,75.3
735,9/3/20 0:06,25.319,0
